id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,number_of_reviews_ltm,number_of_reviews,price,availability_365,minimum_nights,room_type,last_review,reviews_per_month,calculated_host_listings_count,,license
44798678,Sonder Battery Park | Superior One-Bedroom Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70619,-74.01461,12,41,903,348,2,Entire home/apt,5/24/2022,1.97,31,,
44799007,Sonder Battery Park | Studio Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70617,-74.01486,948,1471,562,361,2,Entire home/apt,5/31/2022,69.17,31,,
44799074,Sonder Battery Park | Accessible Studio Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70494,-74.0144,20,38,618,307,2,Entire home/apt,5/30/2022,1.8,31,,
45050146,"Private room on Grove st, 2 blocks from the train",363118036,Jesus,,Ward E (councilmember James Solomon),40.72072,-74.04413,9,24,76,35,4,Private room,4/15/2022,1.12,2,,
45114950,Gorgeous Designer Home - Parking & Private Yard,2549076,Miz,,Ward B (councilmember Mira Prinz-Arey),40.72082,-74.07521,0,0,115,102,28,Entire home/apt,,,8,,
45122668,Upscale apartment home | 2BR in Jersey City,359229620,Casey,,Ward E (councilmember James Solomon),40.73463,-74.04445,0,0,274,365,30,Entire home/apt,,,66,,
45122675,Upscale apartment home | 1BR in Jersey City,359229620,Casey,,Ward E (councilmember James Solomon),40.73463,-74.04445,0,0,227,365,30,Entire home/apt,,,66,,
45124791,Cozy apartment for you | 1BR in Jersey City,359229620,Casey,,Ward C (councilmember Richard Boggiano),40.73404,-74.06412,0,0,204,365,30,Entire home/apt,,,66,,
45124804,Cozy apartment for you | 1BR in Jersey City,359229620,Casey,,Ward C (councilmember Richard Boggiano),40.73404,-74.06412,0,0,211,365,30,Entire home/apt,,,66,,
45138005,Posh onebedroom with City views,364367885,Cozy Home,,Ward E (councilmember James Solomon),40.72607,-74.03936,0,0,198,349,30,Entire home/apt,,,3,,
45160634,Stay as long as you want | 2BR in Hoboken,359229620,Casey,,Ward D (councilmember Michael Yun),40.74598,-74.03947,0,0,262,365,30,Entire home/apt,,,66,,
45257443,$3.5 MLN LOFT @ TrIbEcA-Keyed elev.,86771798,Daia,,Ward E (councilmember James Solomon),40.71775,-74.00569,1,3,499,157,30,Entire home/apt,10/23/2021,0.18,3,,
45272024,Private Clean Mini studio like suite 30 min to NYC,89727358,Annemarie,,Ward A (councilmember Denise Ridley),40.6776,-74.10956,7,10,57,298,3,Private room,5/14/2022,0.49,5,,
45331602,Huge 1900sq' Tribeca loft w/Private Garden Terrace,288972,Bono,,Ward E (councilmember James Solomon),40.71112,-74.00822,0,0,225,0,60,Entire home/apt,,,1,,
45340304,"Spacious FiDi 2BR w/ Gym, Lounge, Complete Gym, by Blueground",107434423,Blueground,,Ward F (councilmember Jermaine D. Robinson),40.7056,-74.00878,0,1,482,304,31,Entire home/apt,6/13/2021,0.08,91,,
45341673,"Sleek FiDi Studio w/ Gym, Lounge, Complete Gym, by Blueground",107434423,Blueground,,Ward F (councilmember Jermaine D. Robinson),40.7056,-74.00878,0,0,498,357,31,Entire home/apt,,,91,,
45343459,Private Renovated Room near NYC/WIFI/Light rail,6958867,Henry,,Ward F (councilmember Jermaine D. Robinson),40.71201,-74.07856,5,10,50,75,29,Private room,4/26/2022,0.48,29,,
45344367,"Ideal FiDi 1BR w/ Gym, Lounge, Complete Gym, by Blueground",107434423,Blueground,,Ward F (councilmember Jermaine D. Robinson),40.70452569,-74.00988802,0,0,421,303,31,Entire home/apt,,,91,,
45345628,"Equipped FiDi 1BR w/ Gym, Lounge, Complete Gym, by Blueground",107434423,Blueground,,Ward F (councilmember Jermaine D. Robinson),40.7056,-74.00878,0,0,547,359,31,Entire home/apt,,,91,,
45350904,3.5 MLN 2 bedroom LOFT in TriBeCa,86771798,Daia,,Ward E (councilmember James Solomon),40.71961,-74.00378,2,3,499,157,30,Entire home/apt,5/1/2022,0.19,3,,
45359555,🔅Bright 2Bed/2Bath w/stainless steel appliances!,51756472,Michael,,Ward D (councilmember Michael Yun),40.74646,-74.03465,3,5,179,0,1,Entire home/apt,8/4/2021,0.4,54,,
45359888,🔅Bright & Airy  2 Bed/2 Bath Apartment in Hoboken,51756472,Michael,,Ward D (councilmember Michael Yun),40.74684,-74.03657,2,2,187,0,2,Entire home/apt,6/1/2022,0.19,54,,
45360033,🔅Great Summer Apartment Stay!,51756472,Michael,,Ward D (councilmember Michael Yun),40.74642,-74.03634,1,1,176,1,1,Entire home/apt,7/27/2021,0.09,54,,
45360296,🔅Hoboken Modern 2 bed/2 bath Apartment,51756472,Michael,,Ward D (councilmember Michael Yun),40.74814,-74.03605,0,2,179,5,1,Entire home/apt,6/13/2021,0.16,54,,
45360424,Spacious 2Bed/2 Bath in the heart of Hoboken!,51756472,Michael,,Ward D (councilmember Michael Yun),40.74668,-74.03664,3,4,190,12,1,Entire home/apt,8/9/2021,0.32,54,,
45360484,🔅Cozy 2 Bed/2Bath apartment with a balcony!,51756472,Michael,,Ward D (councilmember Michael Yun),40.74779,-74.03461,0,0,250,0,1,Entire home/apt,,,54,,
45360534,🔅Great Student or Work from Home 2Bed Apartment!,51756472,Michael,,Ward D (councilmember Michael Yun),40.74746,-74.03482,1,1,189,20,1,Entire home/apt,6/19/2021,0.08,54,,
45360539,🔅Beautiful 2 Bedroom Apartment In Hoboken!,51756472,Michael,,Ward D (councilmember Michael Yun),40.74744,-74.03456,1,3,177,6,2,Entire home/apt,8/8/2021,0.16,54,,
45381733,Extraordinary 1 BR - 20 mins to Times Square!,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76487,-74.04267,16,24,109,265,2,Entire home/apt,5/21/2022,1.17,25,,
45411958,Financial District Large Room w/Private Bathroom,206691134,Lindsay,,Ward F (councilmember Jermaine D. Robinson),40.70584961,-74.00958524,13,13,152,318,2,Private room,6/9/2022,4.53,2,,
45420918,ADORABLE SUNNY BEDROOM - 10 MIN TO NYC*,203121906,Zack,,Ward C (councilmember Richard Boggiano),40.73342,-74.0557,1,2,52,306,29,Private room,1/15/2022,0.12,12,,
45462173,TwinCity Modern Townhome 8 BR/4 BA Minutes to NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72267,-74.04726,2,2,1785,321,3,Entire home/apt,1/7/2022,0.2,28,,
45491910,"Downtown Jersey City 1 Bedroom, Minutes to Midtown NYC",22541573,Ken,,Ward E (councilmember James Solomon),40.71847,-74.04076,0,0,250,333,30,Entire home/apt,,,16,,
45491939,NYC Inspired Apt 20 MIN Times Square with Parking!,91382887,Daniel,,Ward C (councilmember Richard Boggiano),40.73653,-74.05164,12,21,99,118,28,Entire home/apt,6/1/2022,1,5,,
45491979,"Charming 1 Bedroom Convenient to NYC, Pool and Fitness Center Access",22541573,Ken,,Ward E (councilmember James Solomon),40.72023,-74.04284,0,0,250,359,30,Entire home/apt,,,16,,
45492035,"Downtown Jersey City 1 Bedroom, Minutes to Midtown NYC",22541573,Ken,,Ward E (councilmember James Solomon),40.71888,-74.04093,0,0,250,311,30,Entire home/apt,,,16,,
45492053,"1 Bedroom with Luxury Building Amenities, Downtown Jersey City",22541573,Ken,,Ward E (councilmember James Solomon),40.71936,-74.04262,0,0,250,355,30,Entire home/apt,,,16,,
45532528,🔅Vivid & Charming 2 bed/2 bath apartment near NYC!,51756472,Michael,,Ward D (councilmember Michael Yun),40.74799,-74.03487,4,4,176,1,1,Entire home/apt,8/8/2021,0.33,54,,
45543348,Sonder Battery Park | One-Bedroom Apartment w/ Peloton,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70651,-74.01469,5,8,928,327,2,Entire home/apt,4/24/2022,0.44,31,,
45549085,Heart of Jersey City Condo Near Path Train to NYC,157428739,Zanah,,Ward F (councilmember Jermaine D. Robinson),40.72435,-74.06883,20,20,124,54,4,Entire home/apt,6/12/2022,2.69,1,,
45562136,Upscale apartment home | 2 BR in Jersey City,359229620,Casey,,Ward E (councilmember James Solomon),40.73463,-74.04445,0,0,275,365,30,Entire home/apt,,,66,,
45632525,LARGE SUNNY & CHARMING BEDROOM 10 MIN TO NYC*,203121906,Zack,,Ward C (councilmember Richard Boggiano),40.73173,-74.05567,1,3,59,304,29,Private room,8/7/2021,0.15,12,,
45638179,Cozy urban home near NYC,369688169,Geraldine,,Ward B (councilmember Mira Prinz-Arey),40.71812,-74.08819,0,8,149,192,2,Entire home/apt,1/23/2021,0.42,1,,
45668385,RELAXING SUNNY BDROOM 10MIN TONYC Private Entrance,203121906,Zack,,Ward C (councilmember Richard Boggiano),40.73194,-74.05728,0,1,69,303,29,Private room,11/23/2020,0.05,12,,
45688536,Sonder Battery Park | One-Bedroom Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70617,-74.01482,6,19,580,349,2,Entire home/apt,5/23/2022,1.05,31,,
45688844,Inspiring 2 Bedroom 20 to Times Square w parking!!,91382887,Daniel,,Ward C (councilmember Richard Boggiano),40.73443,-74.05391,4,11,183,355,28,Entire home/apt,4/30/2022,0.54,5,,
45688889,Sonder Battery Park | Two-Bedroom Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70446,-74.01582,47,98,1081,359,2,Entire home/apt,5/28/2022,4.85,31,,
45697674,Sonder Battery Park | Three-Bedroom Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70441,-74.01475,16,37,699,220,2,Entire home/apt,4/30/2022,1.85,31,,
45698750,Sonder Battery Park | Extended Stay Three-Bedroom Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70493,-74.0164,0,0,789,263,29,Entire home/apt,,,31,,
45699931,Private/Luxurious/Fully Furnished Tribeca Loft,245167739,James,,Ward E (councilmember James Solomon),40.71972,-74.00282,0,0,1000,364,30,Entire home/apt,,,1,,
45713940,"2nd 4 BR, 2 baths. Easy ride to NYC/20min away",50155547,Ed,,Ward F (councilmember Jermaine D. Robinson),40.71739,-74.07396,8,14,261,39,3,Entire home/apt,5/12/2022,0.7,3,,
45733756,"Couples Suite, Warm & Cozy Home, Away From Home.",282963430,Christian,,Ward B (councilmember Mira Prinz-Arey),40.72478,-74.07044,1,1,100,0,2,Entire home/apt,9/11/2021,0.11,1,,
45750258,829-1D Economy Private Bedroom 25 Mins NYC Time SQ,33164249,Kevin & David,,Ward D (councilmember Michael Yun),40.75717,-74.04807,2,3,35,287,30,Private room,2/3/2022,0.22,22,,
45750292,Upscale apartment home | 2BR in Jersey City,359229620,Casey,,Ward E (councilmember James Solomon),40.73463,-74.04445,0,0,289,365,30,Entire home/apt,,,66,,
45754267,Private 1 bedroom/WIFI/JSQ PATH Train 5 min walk,1410306,Eugene,,Ward C (councilmember Richard Boggiano),40.72787,-74.06583,7,12,130,74,29,Entire home/apt,5/18/2022,0.59,28,,
45770573,"72 ""4"" Huge Private Room/WIFI/Working desk/LT Rail",6958867,Henry,,Ward F (councilmember Jermaine D. Robinson),40.71328,-74.07867,4,9,45,65,29,Private room,4/30/2022,0.45,29,,
45781477,Spacious private room close to Journal Square,105099597,Grace,,Ward B (councilmember Mira Prinz-Arey),40.7228,-74.07317,9,20,71,229,2,Private room,6/13/2022,1,1,,
45783379,Cozy Studio Close to Heart of NYC,4364533,Grateful,,Ward D (councilmember Michael Yun),40.76737,-74.03408,22,26,98,27,7,Entire home/apt,5/28/2022,1.51,13,,
45805451,02 Flat Luxury Apartments - 8BR/4 Baths-20 guests,50155547,Ed,,Ward F (councilmember Jermaine D. Robinson),40.71605,-74.07356,8,11,400,35,4,Entire home/apt,5/7/2022,0.71,3,,
45805471,"1st 4 BR , 2 baths. Easy ride to NYC /20min away",50155547,Ed,,Ward F (councilmember Jermaine D. Robinson),40.71713,-74.07379,10,14,261,32,3,Entire home/apt,5/19/2022,0.75,3,,
45827959,Best remote work / home by Manhattan - Hoboken 1BR,6145288,Tugba,,Ward D (councilmember Michael Yun),40.74243,-74.03956,0,0,158,57,30,Entire home/apt,,,1,,
45839241,Fantastic 1 Bedroom 20 minutes from Times Square!,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76483,-74.04215,28,43,109,285,2,Entire home/apt,6/9/2022,2.18,25,,
45857870,Apartament two blocks from the Grove train,363118036,Jesus,,Ward E (councilmember James Solomon),40.72038,-74.04509,0,0,170,186,30,Entire home/apt,,,2,,
45882814,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70663,-74.00588,28,62,371,182,1,Private room,5/30/2022,3.21,93,,
45909587,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70592,-74.00582,30,69,371,199,1,Private room,4/3/2022,3.57,93,,
45926100,New Modern brownstone garden apartment nearby NYC,3172899,Hope,,Ward F (councilmember Jermaine D. Robinson),40.7192,-74.06821,3,3,111,288,28,Entire home/apt,4/2/2022,0.39,1,,
45936501,"Beautiful, Sunny Bungalow - 10 mins to Times Sq.",372397976,Dina,,Ward D (councilmember Michael Yun),40.76031,-74.02933,31,51,221,153,2,Entire home/apt,6/9/2022,2.55,1,,
45939028,1 bedroom in prime Soho.,14361027,Matthew,,Ward E (councilmember James Solomon),40.72432,-74.00411,7,7,349,14,4,Entire home/apt,4/22/2022,0.73,1,,
45952819,Heart of the West Village-Steps to Carrie Bradshaw,797100,Tucker,,Ward E (councilmember James Solomon),40.73569,-74.00324,0,0,525,82,3,Entire home/apt,,,1,,
45991581,Private office space for day use 9-5,365778012,Yaffa,,Ward A (councilmember Denise Ridley),40.70265,-74.09131,0,0,290,363,1,Private room,,,1,,
45994842,Entire apartment for you | 2BR in Hoboken,359229620,Casey,,Ward D (councilmember Michael Yun),40.74754,-74.03588,0,0,251,365,30,Entire home/apt,,,66,,
46006086,"Modern, Clean 1BR in Hudson Exchange w/ Gym + WiFi",95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,1,1,417,317,27,Entire home/apt,10/28/2021,0.13,35,,
46066852,Renovated large 2 bdrs 2 bths   condo 20min to NYC,98240103,Julio,,Ward D (councilmember Michael Yun),40.7519,-74.05498,4,8,200,340,29,Entire home/apt,3/20/2022,0.41,6,,
46070050,Super Cozy Private Room in the heart of FIDI,215530555,Miranda,,Ward E (councilmember James Solomon),40.70809,-74.00481,39,47,149,52,1,Private room,6/14/2022,2.39,1,,
46077274,"LONG TERM RENTAL,STUDIO N5 IN THE VILLAGE",27636707,Gaia&Pietro,,Ward E (councilmember James Solomon),40.732746,-74.005493,2,2,135,169,30,Entire home/apt,5/20/2022,0.21,6,,
46082552,TwinCity 1 BR/1 BA Apt - Minutes To NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72443,-74.04582,24,39,213,344,3,Entire home/apt,6/9/2022,2.21,28,,
46107709,"Authentic & Luxury SoHo Loft, 2,300 Square Feet",4132784,Jeremy,,Ward E (councilmember James Solomon),40.72048,-74.00157,23,26,909,140,2,Entire home/apt,6/13/2022,1.86,1,,
46134958,Luxury Apartment in NYC metro area,786914,Ciro,,Ward F (councilmember Jermaine D. Robinson),40.7098,-74.06149,0,1,65,15,7,Entire home/apt,12/18/2020,0.06,1,,
46143648,The Bergen,255326838,Anthony,,Ward B (councilmember Mira Prinz-Arey),40.71734,-74.07954,22,34,240,304,2,Entire home/apt,6/6/2022,1.74,1,,
46176278,Top Floor Greenwich Apartment with View,374081944,Cloud,,Ward E (councilmember James Solomon),40.73128,-74.00307,45,73,350,40,2,Entire home/apt,5/31/2022,3.79,1,,
46194410,TwinCity 1 BR/1 BA Apt- Minutes To NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72443,-74.04582,18,30,206,345,3,Entire home/apt,6/11/2022,1.59,28,,
46201181,Cozy & totally equipped 1 Apt. 15 min to NYC,302193110,Gonza,,Ward D (councilmember Michael Yun),40.76553,-74.03353,38,57,77,195,4,Entire home/apt,5/31/2022,3.02,2,,
46202555,"Charming, elegant, artsy 1 BR in the West Village",6231683,Bibi,,Ward E (councilmember James Solomon),40.73261,-74.00843,6,8,236,82,30,Entire home/apt,4/20/2022,0.46,1,,
46211153,TwinCity 2 BR/1 BA Apt -Minutes to NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72443,-74.04582,21,29,228,340,3,Entire home/apt,6/9/2022,1.61,28,,
46216667,TwinCity 1 BD/1 BA- Minutes to NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72443,-74.04582,27,35,228,346,3,Entire home/apt,6/9/2022,2.19,28,,
46223156,Enormous (1200SF) Modern & Luxurious Loft,17686851,Alex,,Ward E (councilmember James Solomon),40.71953,-74.03826,2,5,271,19,5,Entire home/apt,3/13/2022,0.29,1,,
46239482,Cozy apartment for you | 1BR in Jersey City,359229620,Casey,,Ward C (councilmember Richard Boggiano),40.73404,-74.06412,0,0,199,365,30,Entire home/apt,,,66,,
46280898,Sonder Battery Park | Superior Studio Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70633,-74.01631,165,310,614,360,2,Entire home/apt,5/30/2022,16.88,31,,
46305180,Studio One,262010271,Alice And Peter,,Ward C (councilmember Richard Boggiano),40.74032,-74.05042,5,6,40,63,30,Entire home/apt,6/1/2022,0.41,3,,
46326709,Charming 1 Bedroom 20 Mins to Midtown NYC,22541573,Ken,,Ward E (councilmember James Solomon),40.71925,-74.04302,0,0,250,297,30,Entire home/apt,,,16,,
46329890,Soho Townhouse,43599290,Scott,,Ward E (councilmember James Solomon),40.72238,-74.00205,41,66,799,237,1,Entire home/apt,5/28/2022,3.43,3,,
46336681,Private 1BR in heart of downtown Jersey City,155165892,JC Airbnb,,Ward E (councilmember James Solomon),40.72248,-74.04443,45,61,148,44,3,Entire home/apt,6/14/2022,3.17,1,,
46337405,Upscale apartment home | 3BR in Jersey City,359229620,Casey,,Ward E (councilmember James Solomon),40.73463,-74.04445,0,0,329,365,30,Entire home/apt,,,66,,
46376233,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.7048,-74.00591,36,68,371,180,1,Private room,5/22/2022,3.52,93,,
46376967,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward E (councilmember James Solomon),40.70668,-74.00371,44,74,371,176,1,Private room,5/1/2022,3.93,93,,
46377326,High Floor River View w/ 2 Beds Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.7063,-74.00373,25,40,371,182,1,Private room,5/22/2022,2.08,93,,
46379831,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70486,-74.00576,15,35,371,199,1,Private room,4/17/2022,1.84,93,,
46379970,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70521,-74.00562,37,86,371,197,1,Private room,4/3/2022,4.5,93,,
46381019,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70586,-74.00383,32,54,371,178,1,Private room,5/23/2022,2.83,93,,
46391888,Triangle Loft-Create,375344103,Karen,,Ward E (councilmember James Solomon),40.74044,-74.00544,0,0,2500,364,1,Entire home/apt,,,3,,
46413969,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70647,-74.00543,24,37,371,177,1,Private room,4/25/2022,2.04,93,,
46414136,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70639,-74.00426,55,101,371,169,1,Private room,5/14/2022,5.24,93,,
46417945,Cozy apartment for you | 1BR in Jersey City,359229620,Casey,,Ward C (councilmember Richard Boggiano),40.73404,-74.06412,0,0,204,365,30,Entire home/apt,,,66,,
46420614,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70599,-74.00565,9,35,371,197,1,Private room,5/23/2022,1.84,93,,
46420982,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70662,-74.0053,43,88,371,177,1,Private room,4/24/2022,4.58,93,,
46428551,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70493,-74.0055,29,49,371,179,1,Private room,5/29/2022,2.54,93,,
46428638,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70518,-74.00587,31,53,371,180,1,Private room,5/1/2022,2.79,93,,
46428730,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70487,-74.00592,20,49,371,194,1,Private room,4/30/2022,2.57,93,,
46466379,Great Sunny Condo minutes from Hoboken & NYC,52713048,Cynthia,,Ward D (councilmember Michael Yun),40.75274,-74.03798,10,10,108,293,14,Entire home/apt,6/1/2022,0.85,1,,
46491496,Downtown Jersey City - 6 min walk to train to NYC!,96351785,Ashley,,Ward E (councilmember James Solomon),40.71639,-74.04286,5,23,140,0,1,Entire home/apt,8/1/2021,1.22,1,,
46495304,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70647,-74.00531,37,80,371,175,1,Private room,5/30/2022,4.21,93,,
46528083,Water View King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70603,-74.00376,50,110,371,186,1,Private room,5/16/2022,5.77,93,,
46528305,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70662,-74.0057,33,47,371,174,1,Private room,5/30/2022,2.47,93,,
46528425,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70574,-74.00591,49,108,371,182,1,Private room,5/29/2022,5.73,93,,
46528510,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70635,-74.00428,30,56,371,182,1,Private room,5/23/2022,2.97,93,,
46528624,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70466,-74.00568,27,63,371,182,1,Private room,4/24/2022,3.33,93,,
46528704,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70644,-74.00579,46,71,371,177,1,Private room,5/29/2022,3.73,93,,
46528851,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70657,-74.00426,11,29,371,193,1,Private room,5/22/2022,1.56,93,,
46528945,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70649,-74.00407,14,36,371,199,1,Private room,4/3/2022,1.91,93,,
46542862,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70636,-74.00515,13,34,371,199,1,Private room,3/6/2022,1.8,93,,
46542974,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70633,-74.004,6,25,371,199,1,Private room,2/20/2022,1.31,93,,
46544275,Water View King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70463,-74.00544,53,113,371,191,1,Private room,5/22/2022,6,93,,
46544321,Water View King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70525,-74.00585,9,48,371,198,1,Private room,5/22/2022,2.53,93,,
46544406,Water View 2 Double Beds Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70617,-74.00562,34,90,371,182,1,Private room,5/26/2022,4.76,93,,
46544817,American Dream Mall only 10 minutes from this 2 BR,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76648,-74.04248,33,44,129,301,2,Entire home/apt,6/7/2022,2.5,25,,
46544973,Sublime 2 Bedroom just 20 minutes to Times Square!,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76697,-74.04217,29,36,140,325,2,Entire home/apt,6/3/2022,2.4,25,,
46545067,"Sunny, newly renovated one bedrm,  ideal location",12907514,Lee,,Ward E (councilmember James Solomon),40.74222,-74.03055,5,5,195,28,10,Entire home/apt,12/30/2021,0.49,1,,
46545226,Perfect Work From Home Space 20 minutes from NYC!,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76813,-74.04143,38,45,129,309,2,Entire home/apt,5/31/2022,2.89,25,,
46559649,Beautiful King Bed Hotel Room!,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70485,-74.00568,13,31,371,199,1,Private room,2/20/2022,1.75,93,,
46559912,High Floor River View w/ 2 Beds Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70595,-74.00588,43,66,371,166,1,Private room,5/30/2022,4.06,93,,
46561750,High Floor River View w/ King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.7045,-74.00531,41,64,371,199,1,Private room,3/26/2022,3.95,93,,
46562002,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70659,-74.00436,33,50,371,182,1,Private room,5/22/2022,2.8,93,,
46562291,Beautiful King Bed Hotel Room!,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70632,-74.00573,2,7,371,199,1,Private room,2/13/2022,0.44,93,,
46562384,Water View 2 Double Beds Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70506,-74.00591,28,35,371,180,1,Private room,5/28/2022,2.1,93,,
46566088,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70444,-74.00583,38,64,371,197,1,Private room,3/26/2022,3.45,93,,
46566199,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70458,-74.00573,26,50,371,199,1,Private room,5/15/2022,2.65,93,,
46601910,Upscale Hoboken 1 Bedroom with NYC Views,22541573,Ken,,Ward E (councilmember James Solomon),40.73959,-74.02824,0,0,265,359,30,Entire home/apt,,,16,,
46601924,"One Bedroom in Hoboken, near PATH Train to NYC",22541573,Ken,,Ward E (councilmember James Solomon),40.73948,-74.0265,0,0,265,304,30,Entire home/apt,,,16,,
46602166,"1 Bedroom in Hoboken Waterfront Building, Minutes to NYC",22541573,Ken,,Ward E (councilmember James Solomon),40.74042,-74.02862,1,1,265,304,30,Entire home/apt,5/28/2022,1,16,,
46602187,"Vibrant One Bedroom Apartment in Hoboken, near PATH Train",22541573,Ken,,Ward E (councilmember James Solomon),40.74181,-74.02875,0,0,265,289,30,Entire home/apt,,,16,,
46624461,Water View King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70641,-74.00384,8,31,371,199,1,Private room,3/27/2022,1.65,93,,
46624549,Water View King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70591,-74.00571,14,36,371,199,1,Private room,5/29/2022,1.94,93,,
46624622,Water View King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.7064,-74.00418,5,44,371,187,1,Private room,5/29/2022,2.34,93,,
46657645,Water View King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70605,-74.00378,23,63,371,199,1,Private room,3/14/2022,3.35,93,,
46669233,"MANHATTAN GEM:     
A quite large charming apt",376691941,Bernadene,,Ward E (councilmember James Solomon),40.72956,-74.00513,1,1,175,240,30,Entire home/apt,5/31/2022,1,1,,
46678638,Water View King Bed Hotel Room,371972456,Justin,,Ward E (councilmember James Solomon),40.70666,-74.00378,5,30,371,196,1,Private room,5/15/2022,1.6,93,,
